CTID_FIVETRAN_ID,ID,CUSTOMER_ID,ORDER_DATE,STATUS,SHIPPING_METHOD,SHIPPING_ADDRESS,SHIPPING_CITY,SHIPPING_STATE,SHIPPING_ZIP,SUBTOTAL,TAX_AMOUNT,SHIPPING_COST,TOTAL_AMOUNT,CREATED_AT,UPDATED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED,WAREHOUSE_ID,DEMO_BATCH_ID
DEMO_OR000092,90092,92,2025-09-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-01 00:00:00.000,2025-09-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000093,90093,93,2025-09-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-02 00:00:00.000,2025-09-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000094,90094,94,2025-09-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-03 00:00:00.000,2025-09-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000095,90095,95,2025-09-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-04 00:00:00.000,2025-09-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000096,90096,96,2025-09-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-05 00:00:00.000,2025-09-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000097,90097,97,2025-09-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-06 00:00:00.000,2025-09-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000098,90098,98,2025-09-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-07 00:00:00.000,2025-09-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000099,90099,99,2025-09-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-08 00:00:00.000,2025-09-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000100,90100,100,2025-09-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-09 00:00:00.000,2025-09-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000101,90101,101,2025-09-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000102,90102,102,2025-09-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-11 00:00:00.000,2025-09-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000103,90103,103,2025-09-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-12 00:00:00.000,2025-09-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000104,90104,104,2025-09-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-13 00:00:00.000,2025-09-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000105,90105,105,2025-09-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-14 00:00:00.000,2025-09-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000106,90106,106,2025-09-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-15 00:00:00.000,2025-09-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000107,90107,107,2025-09-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-16 00:00:00.000,2025-09-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000108,90108,108,2025-09-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-17 00:00:00.000,2025-09-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000109,90109,109,2025-09-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-18 00:00:00.000,2025-09-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000110,90110,110,2025-09-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-19 00:00:00.000,2025-09-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000111,90111,111,2025-09-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-20 00:00:00.000,2025-09-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000112,90112,112,2025-09-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-21 00:00:00.000,2025-09-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000113,90113,113,2025-09-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-22 00:00:00.000,2025-09-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000114,90114,114,2025-09-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-23 00:00:00.000,2025-09-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000115,90115,115,2025-09-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-24 00:00:00.000,2025-09-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000116,90116,116,2025-09-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-25 00:00:00.000,2025-09-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000117,90117,117,2025-09-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-26 00:00:00.000,2025-09-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000118,90118,118,2025-09-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-27 00:00:00.000,2025-09-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000119,90119,119,2025-09-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-28 00:00:00.000,2025-09-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000120,90120,120,2025-09-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-29 00:00:00.000,2025-09-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000121,90121,121,2025-09-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-09-30 00:00:00.000,2025-09-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000122,90122,122,2025-10-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-01 00:00:00.000,2025-10-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000123,90123,123,2025-10-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-02 00:00:00.000,2025-10-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000124,90124,124,2025-10-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-03 00:00:00.000,2025-10-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000125,90125,125,2025-10-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-04 00:00:00.000,2025-10-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000126,90126,126,2025-10-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-05 00:00:00.000,2025-10-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000127,90127,127,2025-10-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-06 00:00:00.000,2025-10-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000128,90128,128,2025-10-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-07 00:00:00.000,2025-10-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000129,90129,129,2025-10-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-08 00:00:00.000,2025-10-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000130,90130,130,2025-10-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-09 00:00:00.000,2025-10-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000131,90131,131,2025-10-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-10 00:00:00.000,2025-10-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000132,90132,132,2025-10-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-11 00:00:00.000,2025-10-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000133,90133,133,2025-10-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-12 00:00:00.000,2025-10-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000134,90134,134,2025-10-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-13 00:00:00.000,2025-10-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000135,90135,135,2025-10-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-14 00:00:00.000,2025-10-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000136,90136,136,2025-10-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-15 00:00:00.000,2025-10-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000137,90137,137,2025-10-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-16 00:00:00.000,2025-10-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000138,90138,138,2025-10-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-17 00:00:00.000,2025-10-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000139,90139,139,2025-10-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-18 00:00:00.000,2025-10-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000140,90140,140,2025-10-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-19 00:00:00.000,2025-10-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000141,90141,141,2025-10-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-20 00:00:00.000,2025-10-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000142,90142,142,2025-10-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-21 00:00:00.000,2025-10-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000143,90143,143,2025-10-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-22 00:00:00.000,2025-10-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000144,90144,144,2025-10-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-23 00:00:00.000,2025-10-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000145,90145,145,2025-10-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-24 00:00:00.000,2025-10-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000146,90146,146,2025-10-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-25 00:00:00.000,2025-10-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000147,90147,147,2025-10-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-26 00:00:00.000,2025-10-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000148,90148,148,2025-10-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-27 00:00:00.000,2025-10-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000149,90149,149,2025-10-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-28 00:00:00.000,2025-10-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000150,90150,150,2025-10-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-29 00:00:00.000,2025-10-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000151,90151,151,2025-10-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-30 00:00:00.000,2025-10-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000152,90152,152,2025-10-31 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-10-31 00:00:00.000,2025-10-31 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000153,90153,153,2025-11-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-01 00:00:00.000,2025-11-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000154,90154,154,2025-11-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-02 00:00:00.000,2025-11-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000155,90155,155,2025-11-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-03 00:00:00.000,2025-11-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000156,90156,156,2025-11-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-04 00:00:00.000,2025-11-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000157,90157,157,2025-11-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-05 00:00:00.000,2025-11-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000158,90158,158,2025-11-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-06 00:00:00.000,2025-11-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000159,90159,159,2025-11-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-07 00:00:00.000,2025-11-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000160,90160,160,2025-11-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-08 00:00:00.000,2025-11-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000161,90161,161,2025-11-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-09 00:00:00.000,2025-11-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000162,90162,162,2025-11-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-10 00:00:00.000,2025-11-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000163,90163,163,2025-11-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-11 00:00:00.000,2025-11-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000164,90164,164,2025-11-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-12 00:00:00.000,2025-11-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000165,90165,165,2025-11-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-13 00:00:00.000,2025-11-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000166,90166,166,2025-11-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-14 00:00:00.000,2025-11-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000167,90167,167,2025-11-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-15 00:00:00.000,2025-11-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000168,90168,168,2025-11-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-16 00:00:00.000,2025-11-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000169,90169,169,2025-11-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-17 00:00:00.000,2025-11-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000170,90170,170,2025-11-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-18 00:00:00.000,2025-11-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000171,90171,171,2025-11-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-19 00:00:00.000,2025-11-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000172,90172,172,2025-11-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-20 00:00:00.000,2025-11-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000173,90173,173,2025-11-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-21 00:00:00.000,2025-11-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000174,90174,174,2025-11-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-22 00:00:00.000,2025-11-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000175,90175,175,2025-11-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-23 00:00:00.000,2025-11-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000176,90176,176,2025-11-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-24 00:00:00.000,2025-11-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000177,90177,177,2025-11-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-25 00:00:00.000,2025-11-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000178,90178,178,2025-11-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-26 00:00:00.000,2025-11-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000179,90179,179,2025-11-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-27 00:00:00.000,2025-11-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000180,90180,180,2025-11-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-28 00:00:00.000,2025-11-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000181,90181,181,2025-11-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-29 00:00:00.000,2025-11-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000182,90182,182,2025-11-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-11-30 00:00:00.000,2025-11-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000183,90183,183,2025-12-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-01 00:00:00.000,2025-12-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000184,90184,184,2025-12-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-02 00:00:00.000,2025-12-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000185,90185,185,2025-12-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-03 00:00:00.000,2025-12-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000186,90186,186,2025-12-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-04 00:00:00.000,2025-12-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000187,90187,187,2025-12-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-05 00:00:00.000,2025-12-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
