CTID_FIVETRAN_ID,ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,ADDRESS,CITY,STATE,ZIP,REGION,CUSTOMER_TYPE,CREATED_AT,UPDATED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED
TBD_CU_000115,115,Finley,Adams,finley.adams.115@example.com,555-0805,115 Hardware Way,Dallas,TX,75201,South,residential,2024-06-21 00:00:00.000,2024-06-21 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000116,116,Charlie,Baker,charlie.baker.116@example.com,555-0812,116 Hardware Way,San Jose,CA,95101,West,contractor,2024-06-18 00:00:00.000,2024-06-18 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000117,117,Hayden,Nelson,hayden.nelson.117@example.com,555-0819,117 Hardware Way,Chicago,IL,60601,Midwest,contractor,2024-06-15 00:00:00.000,2024-06-15 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000118,118,Peyton,Carter,peyton.carter.118@example.com,555-0826,118 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-06-12 00:00:00.000,2024-06-12 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000119,119,Dakota,Mitchell,dakota.mitchell.119@example.com,555-0833,119 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-06-09 00:00:00.000,2024-06-09 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000120,120,Sage,Perez,sage.perez.120@example.com,555-0840,120 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-06-06 00:00:00.000,2024-06-06 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000121,121,John,Smith,john.smith.121@example.com,555-0847,121 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-06-03 00:00:00.000,2024-06-03 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000122,122,Jane,Johnson,jane.johnson.122@example.com,555-0854,122 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-05-31 00:00:00.000,2024-05-31 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000123,123,Alex,Williams,alex.williams.123@example.com,555-0861,123 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2024-05-28 00:00:00.000,2024-05-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000124,124,Chris,Brown,chris.brown.124@example.com,555-0868,124 Hardware Way,Denver,CO,80201,West,residential,2024-05-25 00:00:00.000,2024-05-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000125,125,Pat,Jones,pat.jones.125@example.com,555-0875,125 Hardware Way,Dallas,TX,75201,South,residential,2024-05-22 00:00:00.000,2024-05-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000126,126,Sam,Garcia,sam.garcia.126@example.com,555-0882,126 Hardware Way,San Jose,CA,95101,West,contractor,2024-05-19 00:00:00.000,2024-05-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000127,127,Morgan,Miller,morgan.miller.127@example.com,555-0889,127 Hardware Way,Chicago,IL,60601,Midwest,contractor,2024-05-16 00:00:00.000,2024-05-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000128,128,Taylor,Davis,taylor.davis.128@example.com,555-0896,128 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-05-13 00:00:00.000,2024-05-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000129,129,Jordan,Martinez,jordan.martinez.129@example.com,555-0903,129 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-05-10 00:00:00.000,2024-05-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000130,130,Casey,Anderson,casey.anderson.130@example.com,555-0910,130 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-05-07 00:00:00.000,2024-05-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000131,131,Drew,Thomas,drew.thomas.131@example.com,555-0917,131 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-05-04 00:00:00.000,2024-05-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000132,132,Dylan,Jackson,dylan.jackson.132@example.com,555-0924,132 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-05-01 00:00:00.000,2024-05-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000133,133,Avery,White,avery.white.133@example.com,555-0931,133 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2024-04-28 00:00:00.000,2024-04-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000134,134,Riley,Harris,riley.harris.134@example.com,555-0938,134 Hardware Way,Denver,CO,80201,West,residential,2024-04-25 00:00:00.000,2024-04-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000135,135,Quinn,Martin,quinn.martin.135@example.com,555-0945,135 Hardware Way,Dallas,TX,75201,South,residential,2024-04-22 00:00:00.000,2024-04-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000136,136,Blake,Thompson,blake.thompson.136@example.com,555-0952,136 Hardware Way,San Jose,CA,95101,West,contractor,2024-04-19 00:00:00.000,2024-04-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000137,137,Reese,Moore,reese.moore.137@example.com,555-0959,137 Hardware Way,Chicago,IL,60601,Midwest,contractor,2024-04-16 00:00:00.000,2024-04-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000138,138,Skyler,Allen,skyler.allen.138@example.com,555-0966,138 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-04-13 00:00:00.000,2024-04-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000139,139,Emery,Young,emery.young.139@example.com,555-0973,139 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-04-10 00:00:00.000,2024-04-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000140,140,Rowan,King,rowan.king.140@example.com,555-0980,140 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-04-07 00:00:00.000,2024-04-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000141,141,Logan,Wright,logan.wright.141@example.com,555-0987,141 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-04-04 00:00:00.000,2024-04-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000142,142,Parker,Scott,parker.scott.142@example.com,555-0994,142 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-04-01 00:00:00.000,2024-04-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000143,143,Harper,Hill,harper.hill.143@example.com,555-1001,143 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2024-03-29 00:00:00.000,2024-03-29 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000144,144,Sawyer,Green,sawyer.green.144@example.com,555-1008,144 Hardware Way,Denver,CO,80201,West,residential,2024-03-26 00:00:00.000,2024-03-26 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000145,145,Finley,Adams,finley.adams.145@example.com,555-1015,145 Hardware Way,Dallas,TX,75201,South,residential,2024-03-23 00:00:00.000,2024-03-23 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000146,146,Charlie,Baker,charlie.baker.146@example.com,555-1022,146 Hardware Way,San Jose,CA,95101,West,contractor,2024-03-20 00:00:00.000,2024-03-20 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000147,147,Hayden,Nelson,hayden.nelson.147@example.com,555-1029,147 Hardware Way,Chicago,IL,60601,Midwest,contractor,2024-03-17 00:00:00.000,2024-03-17 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000148,148,Peyton,Carter,peyton.carter.148@example.com,555-1036,148 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-03-14 00:00:00.000,2024-03-14 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000149,149,Dakota,Mitchell,dakota.mitchell.149@example.com,555-1043,149 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-03-11 00:00:00.000,2024-03-11 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000150,150,Sage,Perez,sage.perez.150@example.com,555-1050,150 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-03-08 00:00:00.000,2024-03-08 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000151,151,John,Smith,john.smith.151@example.com,555-1057,151 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-03-05 00:00:00.000,2024-03-05 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000152,152,Jane,Johnson,jane.johnson.152@example.com,555-1064,152 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-03-02 00:00:00.000,2024-03-02 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000153,153,Alex,Williams,alex.williams.153@example.com,555-1071,153 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2024-02-28 00:00:00.000,2024-02-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000154,154,Chris,Brown,chris.brown.154@example.com,555-1078,154 Hardware Way,Denver,CO,80201,West,residential,2024-02-25 00:00:00.000,2024-02-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000155,155,Pat,Jones,pat.jones.155@example.com,555-1085,155 Hardware Way,Dallas,TX,75201,South,residential,2024-02-22 00:00:00.000,2024-02-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000156,156,Sam,Garcia,sam.garcia.156@example.com,555-1092,156 Hardware Way,San Jose,CA,95101,West,contractor,2024-02-19 00:00:00.000,2024-02-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000157,157,Morgan,Miller,morgan.miller.157@example.com,555-1099,157 Hardware Way,Chicago,IL,60601,Midwest,contractor,2024-02-16 00:00:00.000,2024-02-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000158,158,Taylor,Davis,taylor.davis.158@example.com,555-1106,158 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-02-13 00:00:00.000,2024-02-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000159,159,Jordan,Martinez,jordan.martinez.159@example.com,555-1113,159 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-02-10 00:00:00.000,2024-02-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000160,160,Casey,Anderson,casey.anderson.160@example.com,555-1120,160 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-02-07 00:00:00.000,2024-02-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000161,161,Drew,Thomas,drew.thomas.161@example.com,555-1127,161 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-02-04 00:00:00.000,2024-02-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000162,162,Dylan,Jackson,dylan.jackson.162@example.com,555-1134,162 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-02-01 00:00:00.000,2024-02-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000163,163,Avery,White,avery.white.163@example.com,555-1141,163 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2024-01-29 00:00:00.000,2024-01-29 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000164,164,Riley,Harris,riley.harris.164@example.com,555-1148,164 Hardware Way,Denver,CO,80201,West,residential,2024-01-26 00:00:00.000,2024-01-26 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000165,165,Quinn,Martin,quinn.martin.165@example.com,555-1155,165 Hardware Way,Dallas,TX,75201,South,residential,2024-01-23 00:00:00.000,2024-01-23 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000166,166,Blake,Thompson,blake.thompson.166@example.com,555-1162,166 Hardware Way,San Jose,CA,95101,West,contractor,2024-01-20 00:00:00.000,2024-01-20 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000167,167,Reese,Moore,reese.moore.167@example.com,555-1169,167 Hardware Way,Chicago,IL,60601,Midwest,contractor,2024-01-17 00:00:00.000,2024-01-17 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000168,168,Skyler,Allen,skyler.allen.168@example.com,555-1176,168 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-01-14 00:00:00.000,2024-01-14 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000169,169,Emery,Young,emery.young.169@example.com,555-1183,169 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-01-11 00:00:00.000,2024-01-11 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000170,170,Rowan,King,rowan.king.170@example.com,555-1190,170 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-01-08 00:00:00.000,2024-01-08 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000171,171,Logan,Wright,logan.wright.171@example.com,555-1197,171 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-01-05 00:00:00.000,2024-01-05 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000172,172,Parker,Scott,parker.scott.172@example.com,555-1204,172 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-01-02 00:00:00.000,2024-01-02 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000173,173,Harper,Hill,harper.hill.173@example.com,555-1211,173 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-12-30 00:00:00.000,2023-12-30 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000174,174,Sawyer,Green,sawyer.green.174@example.com,555-1218,174 Hardware Way,Denver,CO,80201,West,residential,2023-12-27 00:00:00.000,2023-12-27 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000175,175,Finley,Adams,finley.adams.175@example.com,555-1225,175 Hardware Way,Dallas,TX,75201,South,residential,2023-12-24 00:00:00.000,2023-12-24 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000176,176,Charlie,Baker,charlie.baker.176@example.com,555-1232,176 Hardware Way,San Jose,CA,95101,West,contractor,2023-12-21 00:00:00.000,2023-12-21 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000177,177,Hayden,Nelson,hayden.nelson.177@example.com,555-1239,177 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-12-18 00:00:00.000,2023-12-18 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000178,178,Peyton,Carter,peyton.carter.178@example.com,555-1246,178 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-12-15 00:00:00.000,2023-12-15 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000179,179,Dakota,Mitchell,dakota.mitchell.179@example.com,555-1253,179 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-12-12 00:00:00.000,2023-12-12 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000180,180,Sage,Perez,sage.perez.180@example.com,555-1260,180 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-12-09 00:00:00.000,2023-12-09 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000181,181,John,Smith,john.smith.181@example.com,555-1267,181 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-12-06 00:00:00.000,2023-12-06 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000182,182,Jane,Johnson,jane.johnson.182@example.com,555-1274,182 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-12-03 00:00:00.000,2023-12-03 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000183,183,Alex,Williams,alex.williams.183@example.com,555-1281,183 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-11-30 00:00:00.000,2023-11-30 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000184,184,Chris,Brown,chris.brown.184@example.com,555-1288,184 Hardware Way,Denver,CO,80201,West,residential,2023-11-27 00:00:00.000,2023-11-27 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000185,185,Pat,Jones,pat.jones.185@example.com,555-1295,185 Hardware Way,Dallas,TX,75201,South,residential,2023-11-24 00:00:00.000,2023-11-24 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000186,186,Sam,Garcia,sam.garcia.186@example.com,555-1302,186 Hardware Way,San Jose,CA,95101,West,contractor,2023-11-21 00:00:00.000,2023-11-21 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000187,187,Morgan,Miller,morgan.miller.187@example.com,555-1309,187 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-11-18 00:00:00.000,2023-11-18 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000188,188,Taylor,Davis,taylor.davis.188@example.com,555-1316,188 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000189,189,Jordan,Martinez,jordan.martinez.189@example.com,555-1323,189 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-11-12 00:00:00.000,2023-11-12 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000190,190,Casey,Anderson,casey.anderson.190@example.com,555-1330,190 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-11-09 00:00:00.000,2023-11-09 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000191,191,Drew,Thomas,drew.thomas.191@example.com,555-1337,191 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-11-06 00:00:00.000,2023-11-06 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000192,192,Dylan,Jackson,dylan.jackson.192@example.com,555-1344,192 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-11-03 00:00:00.000,2023-11-03 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000193,193,Avery,White,avery.white.193@example.com,555-1351,193 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-10-31 00:00:00.000,2023-10-31 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000194,194,Riley,Harris,riley.harris.194@example.com,555-1358,194 Hardware Way,Denver,CO,80201,West,residential,2023-10-28 00:00:00.000,2023-10-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000195,195,Quinn,Martin,quinn.martin.195@example.com,555-1365,195 Hardware Way,Dallas,TX,75201,South,residential,2023-10-25 00:00:00.000,2023-10-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000196,196,Blake,Thompson,blake.thompson.196@example.com,555-1372,196 Hardware Way,San Jose,CA,95101,West,contractor,2023-10-22 00:00:00.000,2023-10-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000197,197,Reese,Moore,reese.moore.197@example.com,555-1379,197 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-10-19 00:00:00.000,2023-10-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000198,198,Skyler,Allen,skyler.allen.198@example.com,555-1386,198 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-10-16 00:00:00.000,2023-10-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000199,199,Emery,Young,emery.young.199@example.com,555-1393,199 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-10-13 00:00:00.000,2023-10-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000200,200,Rowan,King,rowan.king.200@example.com,555-1400,200 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-10-10 00:00:00.000,2023-10-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000201,201,Logan,Wright,logan.wright.201@example.com,555-1407,201 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000202,202,Parker,Scott,parker.scott.202@example.com,555-1414,202 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-10-04 00:00:00.000,2023-10-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000203,203,Harper,Hill,harper.hill.203@example.com,555-1421,203 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-10-01 00:00:00.000,2023-10-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000204,204,Sawyer,Green,sawyer.green.204@example.com,555-1428,204 Hardware Way,Denver,CO,80201,West,residential,2023-09-28 00:00:00.000,2023-09-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000205,205,Finley,Adams,finley.adams.205@example.com,555-1435,205 Hardware Way,Dallas,TX,75201,South,residential,2023-09-25 00:00:00.000,2023-09-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000206,206,Charlie,Baker,charlie.baker.206@example.com,555-1442,206 Hardware Way,San Jose,CA,95101,West,contractor,2023-09-22 00:00:00.000,2023-09-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000207,207,Hayden,Nelson,hayden.nelson.207@example.com,555-1449,207 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-09-19 00:00:00.000,2023-09-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000208,208,Peyton,Carter,peyton.carter.208@example.com,555-1456,208 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-09-16 00:00:00.000,2023-09-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000209,209,Dakota,Mitchell,dakota.mitchell.209@example.com,555-1463,209 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-09-13 00:00:00.000,2023-09-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000210,210,Sage,Perez,sage.perez.210@example.com,555-1470,210 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-09-10 00:00:00.000,2023-09-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000211,211,John,Smith,john.smith.211@example.com,555-1477,211 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-09-07 00:00:00.000,2023-09-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000212,212,Jane,Johnson,jane.johnson.212@example.com,555-1484,212 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-09-04 00:00:00.000,2023-09-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000213,213,Alex,Williams,alex.williams.213@example.com,555-1491,213 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-09-01 00:00:00.000,2023-09-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000214,214,Chris,Brown,chris.brown.214@example.com,555-1498,214 Hardware Way,Denver,CO,80201,West,residential,2023-08-29 00:00:00.000,2023-08-29 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000215,215,Pat,Jones,pat.jones.215@example.com,555-1505,215 Hardware Way,Dallas,TX,75201,South,residential,2023-08-26 00:00:00.000,2023-08-26 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000216,216,Sam,Garcia,sam.garcia.216@example.com,555-1512,216 Hardware Way,San Jose,CA,95101,West,contractor,2023-08-23 00:00:00.000,2023-08-23 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000217,217,Morgan,Miller,morgan.miller.217@example.com,555-1519,217 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-08-20 00:00:00.000,2023-08-20 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000218,218,Taylor,Davis,taylor.davis.218@example.com,555-1526,218 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-08-17 00:00:00.000,2023-08-17 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000219,219,Jordan,Martinez,jordan.martinez.219@example.com,555-1533,219 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-08-14 00:00:00.000,2023-08-14 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000220,220,Casey,Anderson,casey.anderson.220@example.com,555-1540,220 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-08-11 00:00:00.000,2023-08-11 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000221,221,Drew,Thomas,drew.thomas.221@example.com,555-1547,221 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-08-08 00:00:00.000,2023-08-08 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000222,222,Dylan,Jackson,dylan.jackson.222@example.com,555-1554,222 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-08-05 00:00:00.000,2023-08-05 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000223,223,Avery,White,avery.white.223@example.com,555-1561,223 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-08-02 00:00:00.000,2023-08-02 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000224,224,Riley,Harris,riley.harris.224@example.com,555-1568,224 Hardware Way,Denver,CO,80201,West,residential,2023-07-30 00:00:00.000,2023-07-30 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000225,225,Quinn,Martin,quinn.martin.225@example.com,555-1575,225 Hardware Way,Dallas,TX,75201,South,residential,2023-07-27 00:00:00.000,2023-07-27 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000226,226,Blake,Thompson,blake.thompson.226@example.com,555-1582,226 Hardware Way,San Jose,CA,95101,West,contractor,2023-07-24 00:00:00.000,2023-07-24 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000227,227,Reese,Moore,reese.moore.227@example.com,555-1589,227 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-07-21 00:00:00.000,2023-07-21 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000228,228,Skyler,Allen,skyler.allen.228@example.com,555-1596,228 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-07-18 00:00:00.000,2023-07-18 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000229,229,Emery,Young,emery.young.229@example.com,555-1603,229 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-07-15 00:00:00.000,2023-07-15 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
